transaction_id,transaction_amount,transaction_date,transaction_type,merchant_location,currency,merchant_id,merchant_category,payment_method,customer_id,customer_age,customer_gender,purchase_history,monthly_spending_avg,credit_limit,current_balance,ip_address,device_used,transaction_frequency,is_fraud
27638,229.65633407878997,2024-01-25 16:06:20,withdrawal,East Robert,usd,42001,groceries,chip,7753,29.0,Female,9,1145.2,10683,13289.16,45.195.126.87,desktop,5,0
12427,1531.7874596952124,2024-01-08 16:15:26,online,West Tiffany,USD,53841,electronics,contactless,5329,38.0,Male,8,468.28,3916,10325.24,214.91.102.237,mobile,5,0
1443,5014.5987324694315,2024-01-08 02:25:13,withdrawal,Lake Debramouth,USD,37247,restaurants,magnetic_stripe,4831,37.0,Female,13,437.42,7081,2899.13,137.128.225.190,mobile,5,0
6486,564.2454750408004,2024-01-19 21:48:21,online,Arnoldport,GBP,57109,restaurants,chip,2691,41.0,Male,10,247.22,2969,18220.93,44.114.226.219,desktop,2,0
5023,100.0,2024-01-01 05:02:56,online,Lake Heather,USD,49074,electronics,magnetic_stripe,7385,26.0,Female,9,255.92,12533,3379.98,222.133.62.253,desktop,1,1
24402,242.46721516522766,2024-01-15 09:23:27,online,Philipland,USD,67983,restaurants,magnetic_stripe,9538,18.0,Male,12,151.03,11323,3277.22,103.162.188.244,mobile,12,0
26149,23.529676243691714,2024-01-17 16:15:19,withdrawal,Port Rodney,GBP,33771,restaurants,contactless,9916,38.0,Female,10,216.57,7094,17063.11,214.53.171.193,desktop,4,0
24510,917.4744695841116,2024-01-04 16:27:50,online,,USD,87639,restaurants,chip,5178,33.0,Male,9,244.09,8579,6462.21,85.1.171.94,mobile,6,0
9819,597.7370091438618,2024-01-30 22:05:42,in_store,Port Amandaburgh,USD,53449,restaurants,contactless,8140,31.0,Male,10,744.94,17173,19425.14,43.7.150.212,tablet,6,0
10945,1676.0152359189735,2024-01-04 21:23:16,in_store,Scottton,USD,49087,electronics,magnetic_stripe,7871,,Male,12,133.4,14042,5405.96,198.38.2.101,mobile,5,0
28010,141.0351217382256,2024-01-19 06:26:24,online,Brownburgh,USD,89117,electro,contactless,2157,46.0,Male,8,522.63,13856,16967.97,23.167.18.4,mobile,4,0
10478,65.92101251841474,2024-01-16 08:45:34,in_store,New Melinda,GBP,90945,electronics,chip,1178,,Female,10,292.44,10382,13847.06,145.194.13.75,mobile,10,0
11813,2.011734290810337,2024-01-27 14:03:52,online,Toddbury,USD,20505,electronics,contactless,4773,53.0,Male,11,487.92,14884,7387.96,168.102.183.157,mobile,4,0
12693,1854.3041683342822,2024-01-13 07:39:25,online,Brenttown,EUR,19024,electronics,chip,8336,36.0,Female,14,306.74,15980,19158.53,121.57.146.64,mobile,8,0
6287,432.1555415414636,2024-01-18 17:06:38,in_store,Martinton,USD,60057,electronics,contactless,8890,18.0,Male,9,355.01,19830,2568.38,192.110.52.213,desktop,6,0
609,2801.043647509821,2024-01-24 17:25:23,online,West Julie,EUR,59683,restaurants,contactless,5183,32.0,Female,14,200.15,15607,,207.166.97.181,desktop,4,0
17009,732.7481259169989,2024-01-17 12:39:24,online,South Margaret,USD,10859,restaurants,chip,3801,20.0,Male,10,130.36,16343,19180.24,147.18.31.98,mobile,1,0
676,431.51250950428795,2024-01-17 11:28:21,in_store,South Derek,USD,20579,groceries,chip,7628,32.0,Female,14,758.55,16728,12855.31,176.47.88.210,mobile,6,0
20,500.0,2024-01-15 01:10:06,online,Danielchester,USD,50190,groceries,contactless,3141,35.0,Male,8,549.34,1322,12261.37,54.21.118.155,mobile,6,1
5435,94.66834486998347,2024-01-14 23:50:40,in_store,Hernandezton,USD,97540,travel,chip,3898,22.0,Male,10,391.04,17720,1221.68,128.193.156.88,mobile,7,0
14355,956.7502770784558,2024-01-26 15:01:51,withdrawal,New Amandaport,USD,44941,restaurants,chip,9083,33.0,Male,12,199.61,4945,18808.18,91.74.147.53,tablet,5,0
18081,1000.0,2024-01-01 06:14:13,in_store,Stephanieland,USD,11222,groceries,chip,1780,52.0,Female,8,272.0,1024,19429.05,81.5.91.224,desktop,2,1
18883,2000.0,2024-01-18 10:29:36,online,Jenningsville,EUR,41863,groceries,magnetic_stripe,9736,24.0,Male,7,371.34,12636,4059.95,193.109.175.67,tablet,6,1
1644,100.0,2024-01-21 07:36:17,online,Port Austin,USD,66468,electronics,chip,8231,,Male,9,407.93,17410,244.24,219.44.80.251,desktop,11,1
25517,706.3413902189279,2024-01-01 08:34:11,withdrawal,Wangmouth,USD,70170,restaurants,contactless,2334,39.0,Male,9,214.93,2675,15910.88,170.255.225.106,mobile,1,0
12597,1796.7323998056615,2024-01-20 03:55:30,in_store,Fergusonmouth,USD,15268,groceries,chip,1835,32.0,Female,10,238.45,14292,4103.15,157.206.70.67,mobile,4,0
13679,208.43154708950897,2024-01-26 02:28:34,in_store,Bradshawside,USD,26946,electronics,contactless,5810,22.0,FEMALE,8,465.11,17775,13353.78,69.22.99.134,tablet,7,0
2488,2000.0,2024-01-04 20:47:44,online,New Susanland,USD,29048,travel,contactless,9517,25.0,Female,11,346.41,14452,15996.32,209.137.232.134,mobile,2,1
15982,413.5473651776953,2024-01-25 03:11:22,in_store,Jamieside,EUR,21499,restaurants,chip,8086,38.0,Male,6,217.09,9685,18345.47,173.250.85.128,mobile,3,0
15828,914.934442743799,2024-01-30 16:05:44,online,New Jackmouth,EUR,53148,electronics,contactless,7356,28.0,Male,8,430.01,3010,2711.48,38.16.100.161,desktop,6,0
12609,,2024-01-15 07:38:31,online,Hillhaven,EUR,82295,restaurants,contactless,5096,47.0,Female,11,991.34,10705,7684.46,16.138.168.165,mobile,3,1
7388,488.71824697645997,2024-01-24 02:29:22,online,Tatehaven,USD,29211,travel,chip,9532,30.0,Male,7,746.98,10169,9710.16,152.183.84.171,mobile,3,0
26969,606.3417370837666,2024-01-26 18:45:04,in_store,Kimberlyshire,USD,67517,electronics,contactless,5296,43.0,Male,11,728.54,9595,8138.06,199.7.120.180,mobile,5,0
20906,1934.062970098425,2024-01-12 00:14:07,in_store,South Joseph,GBP,40045,restaurants,chip,5099,43.0,Male,11,314.1,6178,19119.58,91.61.163.171,mobile,3,0
7116,956.4302505165097,2024-01-05 15:06:02,in_store,Marshallmouth,USD,44775,restaurants,chip,8990,41.0,Male,13,309.28,6348,4558.54,59.75.52.12,mobile,6,0
21040,1457.289003287272,2024-01-29 09:24:20,online,Juanmouth,EUR,71676,groceries,chip,7031,35.0,Male,5,437.08,3880,10550.23,52.63.30.109,mobile,5,0
27714,89.63262791070946,2024-01-09 02:54:17,online,Lake Katieborough,EUR,67578,electronics,chip,1908,32.0,Male,6,355.22,19230,16212.87,63.8.10.93,tablet,2,0
24282,1500.0,2024-01-24 23:23:53,in_store,Huangfort,EUR,61399,travel,chip,6376,34.0,Male,5,431.75,17264,,26.159.246.25,mobile,5,1
14256,475.1484357027302,2024-01-27 06:55:52,online,South Michael,USD,65597,electronics,chip,1193,48.0,Male,11,287.88,16848,3601.11,113.144.101.158,mobile,4,0
13298,725.2682371371918,2024-01-25 08:44:36,in_store,Lyonsville,USD,26827,restaurants,chip,5179,35.0,Female,7,335.51,17617,6187.77,129.239.25.13,mobile,2,0
10159,500.0,2024-01-27 04:19:26,in_store,East Kennethville,EUR,87709,electronics,chip,2960,27.0,Male,14,331.41,2747,18883.4,96.164.53.171,mobile,3,1
26525,500.0,2024-01-30 05:52:33,online,Davisville,USD,14249,electronics,contactless,1831,56.0,Male,15,495.21,2729,19074.99,92.153.248.14,mobile,6,1
24721,498.5577298682545,2024-01-13 00:24:11,online,Hughesville,USD,34005,electronics,contactless,3838,32.0,Male,13,518.84,7404,9403.03,184.214.224.103,mobile,3,0
3801,1011.2122661301197,2024-01-15 09:27:39,in_store,Cynthiahaven,USD,21477,restaurants,magnetic_stripe,4421,48.0,Male,16,150.59,16254,19309.53,19.123.68.1,tablet,4,0
6901,1578.8194974309868,2024-01-17 08:27:06,withdrawal,Jerryborough,USD,46868,electro,magnetic_stripe,4273,18.0,Male,8,1064.54,6935,10240.51,16.111.215.171,mobile,5,0
7701,492.2895678849183,2024-01-24 23:17:45,in_store,South Reneeview,gbp,65508,electronics,chip,9865,42.0,Male,8,647.61,5278,18941.12,166.241.240.197,mobile,5,0
1650,166.33501576163002,2024-01-23 19:56:44,in_store,Lake Staceyfurt,USD,34758,electronics,chip,9360,22.0,Male,13,434.66,4950,5973.74,158.85.1.219,mobile,6,0
16526,100.0,2024-01-19 14:15:06,in_store,Karentown,USD,37818,restaurants,chip,1715,23.0,Female,10,570.19,1605,17511.64,110.251.171.245,mobile,4,1
21907,263.65241378936435,2024-01-30 01:02:01,online,West Paulbury,USD,55903,restaurants,contactless,4666,29.0,Female,9,449.48,6422,401.12,74.195.78.83,desktop,7,0
17512,646.3102824916446,2024-01-02 10:20:11,in_store,Leslieport,EUR,54890,travel,contactless,2456,42.0,Male,10,413.28,6275,,49.39.196.26,mobile,9,0
7895,1575.8191606758146,2024-01-01 14:14:27,online,Andreafurt,EUR,24339,groceries,contactless,4099,39.0,Female,12,645.25,15557,11317.28,95.211.38.176,mobile,4,0
7649,927.2217589911271,2024-01-28 16:42:47,online,Alexisville,usd,16957,restaurants,contactless,7127,36.0,Male,13,316.85,12488,17669.72,12.71.88.19,mobile,6,0
19648,100.0,2024-01-29 00:39:35,online,Lake Katieborough,USD,47986,restaurants,chip,8749,33.0,Female,11,609.98,6412,5649.8,66.69.31.251,desktop,5,1
8507,449.65063412683145,2024-01-14 15:48:24,online,Port Janiceton,USD,33547,restaurants,chip,6522,39.0,Male,13,413.2,10100,8666.15,195.171.58.85,tablet,6,0
1984,500.0,2024-01-26 06:22:35,withdrawal,West Dillon,USD,60460,restaurants,chip,4113,,Male,15,546.1,16181,1843.04,134.141.145.3,mobile,5,1
20473,2000.0,2024-01-07 12:05:11,online,Hayesburgh,USD,38180,restaurants,chip,1842,33.0,Male,5,297.21,14520,6176.61,71.67.220.20,mobile,3,1
22953,1738.3904864620586,2024-01-04 05:49:15,online,West Jennifer,USD,32836,travel,chip,2425,34.0,Female,5,408.48,7386,15727.04,86.65.43.31,desktop,2,0
14065,2000.0,2024-01-03 04:27:11,online,New Mitchell,EUR,77466,restaurants,contactless,3198,40.0,Male,7,226.31,10372,3103.01,17.96.29.176,mobile,7,1
1541,1268.3959016928247,2024-01-17 10:22:40,online,West Christian,USD,34490,electronics,chip,7474,39.0,Female,14,335.53,15829,17800.42,79.237.204.26,mobile,3,0
12064,2246.121453193405,2024-01-09 21:19:12,in_store,East Brianport,USD,75104,electronics,contactless,9731,27.0,Male,7,480.04,7944,,173.254.139.144,mobile,6,0
9273,1000.0,2024-01-12 11:34:33,in_store,West Dawn,USD,80653,travel,contactless,4614,29.0,Female,13,251.8,19781,6331.32,88.14.48.208,mobile,5,1
12260,110.0329787356899,2024-01-07 06:18:02,online,Lorrainefurt,USD,36696,electronics,chip,1981,24.0,Female,17,334.92,16770,14252.53,222.143.13.136,tablet,7,0
21749,100.0,2024-01-10 01:26:36,online,Theresamouth,EUR,55434,electronics,chip,9651,19.0,Male,8,212.35,11446,3177.7,112.46.131.161,mobile,11,1
8850,1500.0,2024-01-11 05:42:54,online,Jeffreychester,USD,16888,groceries,contactless,8401,53.0,Female,7,455.44,6875,14188.57,129.195.239.181,mobile,4,1
19796,,2024-01-17 00:54:34,in_store,West Frankshire,USD,84764,electronics,contactless,1955,32.0,Male,5,373.5,16120,546.45,89.175.48.174,mobile,8,1
752,1039.2652058016788,2024-01-09 17:51:33,online,Tylerbury,USD,50902,restaurants,chip,7442,32.0,Male,6,179.64,5658,11094.64,65.209.183.29,desktop,5,0
22201,1500.0,2024-01-11 05:17:07,online,Autumnland,USD,47259,restaurants,chip,8034,24.0,Female,11,577.84,8581,17642.81,19.218.49.187,mobile,2,1
9515,1024.289153838834,2024-01-05 02:41:26,in_store,Durhamshire,USD,83877,electronics,chip,9595,33.0,Female,3,222.88,16684,2819.78,162.240.3.193,desktop,4,0
14077,1600.510542935322,2024-01-30 07:31:14,,Port Jennifer,EUR,40978,restaurants,chip,6886,24.0,Female,12,288.49,2181,3209.73,200.236.168.64,tablet,5,0
11192,891.668575951719,2024-01-10 15:55:30,online,Kimville,GBP,78472,electronics,chip,3750,27.0,M,9,507.13,9989,7928.99,105.172.64.50,tablet,2,0
25983,594.6095317525644,2024-01-13 07:33:00,online,,USD,75427,restaurants,contactless,6876,45.0,Male,9,343.45,10825,7588.65,172.177.93.91,mobile,8,0
21217,849.3746917350718,2024-01-29 14:20:49,withdrawal,Conniehaven,USD,11553,electronics,chip,4292,22.0,Male,7,269.8,4466,12953.89,188.59.16.225,mobile,5,0
10766,414.5793597978129,2024-01-05 21:30:49,withdrawal,Benjaminborough,USD,80930,travel,chip,3651,48.0,Male,9,363.8,16971,9887.82,190.31.182.188,mobile,6,0
15484,121.88047898867981,2024-01-02 14:46:50,online,West Shane,EUR,92271,electronics,chip,4448,29.0,Female,4,411.85,19446,17981.64,186.223.243.193,mobile,5,0
24018,3520.6027775038638,2024-01-26 15:47:48,online,Russellville,USD,56070,restaurants,chip,7348,31.0,M,5,407.32,10028,6928.21,46.52.166.68,mobile,5,0
13997,555.4786275124544,2024-01-24 17:06:45,in_store,Hinesside,USD,55838,electronics,chip,5700,46.0,Male,12,527.2,9239,17976.91,26.221.101.2,mobile,8,0
23705,1500.0,2024-01-28 16:40:39,online,Beanside,USD,28140,restaurants,magnetic_stripe,1395,31.0,Female,10,340.85,19566,,123.233.204.44,mobile,4,1
2087,1545.7973193676744,2024-01-28 22:36:45,online,New Charles,US,48714,restaurants,chip,9701,36.0,Male,17,380.23,12764,6665.58,183.101.230.165,mobile,5,0
22486,100.0,2024-01-30 15:57:05,online,South Meghan,EUR,79736,restaurants,chip,3047,37.0,Female,6,196.66,1044,18155.18,204.99.191.142,mobile,7,1
10931,582.5689390866245,2024-01-23 08:46:33,online,North Pamelaville,USD,44208,groceries,contactless,5854,31.0,Male,14,276.69,5146,14948.54,103.0.137.98,mobile,6,0
17157,252.46810528797081,2024-01-05 02:13:31,in_store,Waremouth,USD,32567,groceries,contactless,6623,56.0,Male,4,513.11,14421,5577.99,138.99.235.73,mobile,4,0
18456,141.18818148693074,2024-01-13 12:58:48,online,Jasonberg,USD,32438,electronics,contactless,9232,43.0,Male,5,338.24,9880,9199.52,205.161.185.154,desktop,4,0
15759,2000.0,2024-01-18 02:22:48,online,Anthonymouth,GBP,76619,electronics,chip,4899,37.0,Male,8,553.87,14305,18928.67,126.8.91.200,mobile,2,1
25153,1500.0,2024-01-01 11:25:17,online,West Megan,usd,37181,travel,contactless,5380,18.0,Male,9,234.16,12948,18814.03,131.174.117.181,mobile,1,1
16169,2335.8726569597134,2024-01-28 23:22:44,in_store,Jonathanfort,USD,14955,travel,contactless,4900,,Female,13,407.04,11198,12246.79,152.179.227.13,mobile,6,0
21398,4001.22311429606,2024-01-10 18:01:54,withdrawal,,USD,65062,travel,chip,9583,43.0,Male,13,221.73,11705,15850.58,163.233.247.114,mobile,6,0
22892,2668.036321472862,2024-01-17 14:24:27,online,Tonychester,USD,30385,electronics,chip,9907,50.0,Male,5,496.04,4713,10038.35,162.217.150.181,mobile,0,0
10449,40738.944026734825,2024-01-27 19:40:40,online,Coxhaven,US,89777,electronics,chip,5894,53.0,Male,11,182.95,13475,4770.93,204.165.48.79,mobile,4,0
2365,371.7948657384121,2024-01-25 14:37:35,withdrawal,New Robert,EUR,75135,travel,chip,9709,38.0,Male,11,313.83,8307,17311.22,195.47.185.192,desktop,5,0
48,1500.0,2024-01-15 16:44:49,online,West Johnhaven,USD,74991,travel,contactless,7170,51.0,FEMALE,13,291.18,19244,10382.39,111.5.96.92,mobile,5,1
15698,2388.7841261575554,2024-01-08 02:49:55,in_store,Port Robert,EUR,54533,restaurants,chip,9954,36.0,Male,13,518.38,11557,19455.91,57.42.227.241,mobile,6,0
16759,,2024-01-14 01:37:23,withdrawal,Jessicaside,USD,25946,groceries,chip,2369,29.0,Female,13,225.56,15663,1189.56,209.229.236.38,desktop,7,0
27903,,2024-01-17 14:22:55,withdrawal,South Brandi,USD,89702,restaurants,chip,3002,,Male,13,753.49,5492,2167.87,30.247.89.240,mobile,7,0
15302,1000.0,2024-01-18 16:29:07,online,East Michaelburgh,EUR,51118,electronics,contactless,4509,,Female,10,325.92,13984,6901.31,158.170.73.142,mobile,11,1
25364,1595.4382420984664,2024-01-24 17:10:58,online,New Stephanieburgh,USD,76450,electronics,chip,7259,27.0,Female,11,539.96,7552,332.24,101.1.46.15,tablet,5,0
2759,134.58226243161798,2024-01-08 18:12:53,in_store,Coreyberg,USD,37471,groceries,magnetic_stripe,5711,20.0,Female,10,520.27,18269,312.52,99.125.239.161,mobile,3,0
21899,219.5559800063795,2024-01-04 17:51:49,online,East Nicholas,EUR,49761,electronics,contactless,3014,18.0,Female,10,377.6,17216,4674.95,210.50.239.142,mobile,5,0
16129,2311.115214163758,2024-01-02 13:47:31,in_store,Floresbury,GBP,70967,electronics,chip,8810,36.0,Female,3,255.75,9488,14831.94,60.109.193.121,desktop,1,0
3290,150.77626364820415,2024-01-18 18:48:35,online,Amandaton,USD,92817,electronics,contactless,5641,27.0,M,10,353.98,11141,6880.54,145.18.132.110,mobile,6,0
19477,1000.0,2024-01-21 02:12:18,in_store,Knightfurt,GBP,73416,restaurants,contactless,1066,35.0,Male,10,235.09,1964,266.25,154.224.69.79,mobile,1,1
4756,1141.411885995343,2024-01-23 08:09:15,online,Toddshire,EUR,20890,electronics,contactless,3261,33.0,Female,11,540.44,13288,19945.63,160.234.99.117,mobile,11,0
18638,500.0,2024-01-27 00:44:27,online,West Kristatown,USD,68036,groceries,contactless,6278,33.0,Female,12,1091.8,13815,13412.28,179.193.87.242,mobile,4,1
20783,1706.8765723263118,2024-01-12 19:06:13,online,South Joehaven,USD,53318,groceries,contactless,4513,23.0,Female,9,126.33,8797,2430.83,107.46.214.137,mobile,2,0
18470,299.28185509578805,2024-01-03 13:44:14,withdrawal,West Angie,USD,16375,electronics,contactless,2518,40.0,Male,6,429.1,14910,5906.03,168.225.83.251,desktop,4,0
28109,3918.3592416528622,2024-01-18 15:55:20,withdrawal,Barnetthaven,GBP,29807,electronics,chip,2364,37.0,Male,9,269.45,18117,3551.63,73.245.138.55,desktop,2,0
20996,462.41693604834035,2024-01-05 16:15:46,in_store,Kathleenchester,EUR,40480,restaurants,contactless,9270,46.0,Male,13,193.43,18518,18588.49,4.70.94.158,tablet,6,0
15138,614.3484239352492,2024-01-12 18:05:56,online,South Dennishaven,USD,19745,restaurants,chip,8645,28.0,Male,14,145.66,5447,11013.98,79.15.21.80,desktop,10,0
20684,89.21837643070076,2024-01-25 14:28:35,online,Rileymouth,USD,45583,restaurants,contactless,8032,22.0,Male,8,1281.65,14914,6417.86,76.215.184.220,mobile,4,0
17860,675.4376586960617,2024-01-15 23:39:05,withdrawal,North Deborahmouth,USD,69937,electronics,contactless,3914,42.0,Female,12,542.97,10416,7601.01,89.112.137.64,mobile,2,0
11743,1313.500813001111,2024-01-18 18:06:12,withdrawal,Melissaberg,EUR,69509,restaurants,contactless,4955,44.0,Male,9,309.25,19672,2398.26,43.221.1.44,tablet,6,0
1872,1500.0,2024-01-19 14:02:17,online,Annestad,GBP,76206,electronics,contactless,7990,33.0,Female,8,504.82,10719,17667.54,208.124.13.243,tablet,6,1
18615,,2024-01-10 09:09:59,online,New Bryan,EUR,89572,electronics,contactless,6788,50.0,Male,9,485.1,10798,8528.8,16.86.154.34,mobile,7,0
24201,374.0850887573502,2024-01-18 13:44:29,in_store,West Matthewton,USD,40504,electronics,chip,6568,45.0,Male,13,315.4,18426,,175.228.255.62,tablet,0,0
419,20.470513560944262,2024-01-19 17:02:08,withdrawal,Port Annaville,USD,51095,restaurants,chip,9893,26.0,Male,9,187.19,2448,10678.46,57.244.203.104,mobile,4,0
1214,,2024-01-27 22:26:06,in_store,New Paige,USD,84800,electronics,chip,9970,34.0,Male,5,376.98,17178,10542.46,195.98.59.17,tablet,7,0
27785,108.48135898948892,2024-01-03 23:11:11,online,East Meredith,USD,74979,electronics,magnetic_stripe,3914,43.0,Male,15,233.57,7476,8586.16,1.240.60.161,mobile,11,0
13979,1000.0,2024-01-24 21:50:11,in_store,Priceland,USD,53199,restaurants,contactless,5501,38.0,Female,6,949.72,5750,19875.13,125.109.51.5,desktop,5,1
7161,2617.6405217810775,2024-01-01 15:52:04,online,Andersonmouth,USD,29393,groceries,contactless,8081,31.0,Male,6,339.97,17568,1927.63,27.27.213.91,mobile,7,0
2500,755.998871863291,2024-01-23 06:12:57,online,West Andre,USD,44449,groceries,magnetic_stripe,7982,36.0,Female,13,1051.65,8205,14809.2,170.17.10.71,desktop,9,0
12059,910.7259958017283,2024-01-03 03:16:59,online,New Annaland,GBP,93351,restaurants,contactless,7301,22.0,Male,18,490.67,10875,15871.68,200.189.255.168,mobile,8,0
20573,2437.7476059481264,2024-01-07 10:45:55,withdrawal,,USD,48946,travel,chip,6533,43.0,Male,8,200.58,13793,6485.59,210.80.226.122,mobile,2,0
10109,14017.076901307086,2024-01-20 01:50:07,online,South Kevinstad,USD,64066,restaurants,chip,3394,18.0,Male,12,276.35,2357,18522.18,63.171.57.46,mobile,5,0
25405,2509.3971557698305,2024-01-23 15:22:32,in_store,West Debbie,USD,74233,electronics,chip,3836,26.0,Male,9,544.81,12002,6567.15,53.161.176.204,mobile,7,0
22566,1000.0,2024-01-29 05:46:27,online,West Allison,USD,21867,restaurants,contactless,2793,,Male,8,226.33,9840,6659.16,166.116.21.219,mobile,7,1
4841,2000.0,2024-01-16 14:16:08,online,,USD,18407,electronics,contactless,6913,43.0,Male,16,402.41,13810,4012.67,182.57.137.144,mobile,3,1
2913,113.69965324588053,2024-01-06 09:46:04,withdrawal,West Douglas,USD,59305,restaurants,magnetic_stripe,9625,27.0,Male,8,421.3,13768,11594.07,163.67.216.83,tablet,4,0
17053,2000.0,2024-01-27 06:29:54,online,Cherylfort,USD,56262,travel,chip,9491,41.0,Male,3,325.82,4370,9514.66,79.120.224.213,mobile,8,1
6370,2186.297221244985,2024-01-24 08:20:46,online,Luishaven,EUR,48037,restaurants,chip,1176,40.0,Female,8,304.64,8381,4263.1,41.159.40.105,mobile,4,0
1039,1302.6572672398972,2024-01-24 10:04:35,online,New Melvin,USD,71643,electronics,contactless,5550,37.0,Female,10,344.76,9006,70.17,86.69.250.100,desktop,6,0
7932,1500.0,2024-01-09 16:13:27,online,Crawfordport,usd,78667,electronics,magnetic_stripe,8764,48.0,Male,8,627.35,2271,18681.61,152.187.115.36,mobile,0,1
25696,460.3527331968082,2024-01-23 19:24:56,online,New Evelynfurt,GBP,11077,travel,chip,8979,42.0,Female,16,564.21,15351,3574.34,208.94.201.126,mobile,3,0
27803,1500.0,2024-01-02 05:11:55,in_store,Jasonburgh,USD,59020,electronics,magnetic_stripe,2735,45.0,Female,12,560.4,16849,13285.22,152.79.148.56,mobile,4,1
24790,249.1137030961907,2024-01-14 21:03:36,in_store,Davisberg,EUR,30823,restaurants,chip,2745,41.0,Male,17,424.6,6236,1204.92,86.182.86.89,mobile,7,0
24105,69.87508329297486,2024-01-16 23:18:00,online,South Amandabury,USD,19050,electronics,magnetic_stripe,4145,,Male,9,111.24,15547,2167.0,101.71.239.175,mobile,2,0
21831,374.38713194666457,2024-01-07 15:26:38,online,Richfurt,USD,41158,electronics,contactless,2194,26.0,Male,11,942.73,15008,14517.32,118.175.93.60,desktop,9,0
21105,1038.5171528188291,2024-01-15 21:42:38,online,Port Jason,EUR,29619,electronics,chip,1590,40.0,Female,12,567.73,1661,236.59,199.33.233.8,tablet,8,0
27938,$260.0927429096904,2024-01-13 15:31:20,online,South Jamesmouth,gbp,60944,restaurants,chip,8742,52.0,Female,5,577.66,18389,8732.97,71.80.251.118,tablet,6,0
5737,851.1097926919957,2024-01-04 21:01:35,in_store,North Richard,EUR,93303,travel,chip,8797,21.0,Male,6,203.1,19086,19368.67,201.95.102.65,desktop,5,0
18841,1316.6073178307677,2024-01-26 12:19:23,online,East Tracy,USD,61962,restaurants,contactless,9869,25.0,Male,9,786.66,8368,9.06,55.156.57.207,mobile,6,0
22612,131.9391417494683,2024-01-07 03:58:56,online,Allenchester,USD,80580,electronics,chip,4793,38.0,Male,5,357.92,11531,18086.15,3.1.155.134,tablet,3,0
18019,500.0,2024-01-08 12:35:59,online,Davisport,USD,19540,restaurants,chip,2028,35.0,Female,7,321.36,1435,9633.4,106.162.69.18,mobile,5,1
8884,1000.0,2024-01-13 19:32:13,in_store,,USD,45811,Electronics,chip,5033,52.0,Male,8,470.51,17452,17739.7,51.212.23.181,mobile,9,1
25563,2092.2575481336034,2024-01-01 14:41:56,in_store,Port Stephen,USD,34938,travel,chip,5906,43.0,Male,5,401.37,3646,9007.95,26.57.217.43,desktop,4,0
11317,353.83730740541523,2024-01-09 02:48:38,online,Hannamouth,USD,84101,travel,chip,7799,18.0,Female,12,233.25,15577,16427.83,113.54.253.142,mobile,7,0
28174,500.0,2024-01-26 12:56:00,online,Elizabethview,USD,48150,electronics,contactless,7131,36.0,Male,11,255.87,1043,1726.69,203.64.71.136,mobile,2,1
28052,1139.861112977576,2024-01-15 03:32:59,online,Derrickbury,USD,95290,travel,contactless,8937,41.0,Male,12,999.9,17787,7697.62,56.131.43.41,desktop,5,0
16444,38.798862270137064,2024-01-19 08:47:21,in_store,Benjaminmouth,EUR,67984,travel,magnetic_stripe,5687,28.0,Male,14,439.59,7726,823.16,63.191.236.45,mobile,5,0
23221,1000.0,2024-01-07 03:08:35,withdrawal,Lake Stacie,EUR,45117,restaurants,chip,5818,68.0,Male,11,397.8,1164,8987.25,202.31.237.151,desktop,5,1
242,502.48782375716473,2024-01-04 18:00:09,online,North Carolyntown,USD,34723,electronics,contactless,5841,37.0,Male,11,360.33,1176,10527.98,7.98.82.40,desktop,6,0
28152,569.2376007918815,2024-01-10 02:55:35,withdrawal,,USD,24415,electronics,chip,7138,41.0,Female,13,656.78,3593,17880.47,212.131.49.108,desktop,4,0
23902,500.0,2024-01-10 16:51:19,online,Stacyberg,USD,21793,restaurants,chip,8821,51.0,Female,12,399.08,14251,,25.121.214.159,mobile,5,1
18721,1000.0,2024-01-06 06:06:07,online,Warrenport,USD,77948,restaurants,contactless,9142,52.0,M,7,369.51,14904,1703.28,37.218.168.61,mobile,3,1
20283,636.740750205368,2024-01-12 13:28:15,online,Jamesview,USD,11714,restaurants,contactless,7449,18.0,Female,13,420.35,5947,1110.1,1.157.243.87,desktop,7,0
18343,287.5306808959557,2024-01-01 15:24:16,in_store,Smallhaven,EUR,74831,Electronics,chip,6165,25.0,Male,6,271.62,17457,14340.62,43.151.46.95,mobile,5,0
1953,3431.8649498043947,2024-01-17 13:47:06,online,Biancafort,gbp,83996,travel,magnetic_stripe,4945,39.0,Male,8,261.19,3044,15147.29,158.69.84.163,mobile,7,0
10744,2000.0,2024-01-23 22:51:37,online,,USD,52450,electronics,contactless,4731,28.0,Male,11,284.55,1637,,117.192.165.9,mobile,4,1
6258,2000.0,2024-01-22 01:37:25,withdrawal,South Ronnietown,EUR,82292,travel,chip,4647,49.0,Male,6,373.52,18314,14953.53,134.250.171.220,mobile,6,1
1595,500.0,2024-01-18 19:18:11,in_store,Gordonstad,USD,88174,electronics,magnetic_stripe,4620,38.0,M,12,640.66,3326,6075.05,44.33.245.185,mobile,0,1
15706,863.4945233979912,2024-01-06 12:17:38,in_store,North Joseph,USD,56538,electronics,chip,7835,44.0,Female,9,554.53,14555,15208.38,174.1.185.21,mobile,4,0
1985,1292.4041181272967,2024-01-24 05:57:59,in_store,West Jennifermouth,gbp,69371,electronics,chip,9344,32.0,Male,9,963.02,6167,19212.54,45.193.120.160,mobile,3,0
